,return_id,sku_id,date,return_qty,reason,location
8361,R08362,SKU046,2024-03-03,2,Damaged,Hyderabad
8362,R08363,SKU046,2024-03-03,3,Late Delivery,Bangalore
8363,R08364,SKU046,2024-03-03,3,Late Delivery,Delhi
8364,R08365,SKU046,2024-03-03,1,Damaged,Bangalore
8365,R08366,SKU046,2024-03-03,2,Late Delivery,Delhi
8366,R08367,SKU046,2024-03-03,1,Late Delivery,Delhi
8367,R08368,SKU046,2024-03-03,1,Wrong Item,Hyderabad
8368,R08369,SKU046,2024-03-03,3,Wrong Item,Chennai
8369,R08370,SKU047,2024-03-03,2,Other,Hyderabad
8370,R08371,SKU047,2024-03-03,1,Late Delivery,Chennai
8371,R08372,SKU047,2024-03-03,2,Damaged,Hyderabad
8372,R08373,SKU047,2024-03-03,1,Other,Mumbai
8373,R08374,SKU047,2024-03-03,1,Late Delivery,Delhi
8374,R08375,SKU047,2024-03-03,3,Wrong Item,Hyderabad
8375,R08376,SKU047,2024-03-03,2,Late Delivery,Bangalore
8376,R08377,SKU047,2024-03-03,1,Damaged,Bangalore
8377,R08378,SKU047,2024-03-03,3,Late Delivery,Mumbai
8378,R08379,SKU047,2024-03-03,3,Other,Chennai
8379,R08380,SKU047,2024-03-03,1,Wrong Item,Delhi
8380,R08381,SKU047,2024-03-03,2,Late Delivery,Chennai
8381,R08382,SKU047,2024-03-03,1,Late Delivery,Chennai
8382,R08383,SKU047,2024-03-03,2,Other,Chennai
8383,R08384,SKU047,2024-03-03,2,Late Delivery,Hyderabad
8384,R08385,SKU047,2024-03-03,1,Other,Delhi
8385,R08386,SKU048,2024-03-03,1,Other,Hyderabad
8386,R08387,SKU048,2024-03-03,3,Other,Bangalore
8387,R08388,SKU048,2024-03-03,3,Damaged,Hyderabad
8388,R08389,SKU048,2024-03-03,1,Other,Mumbai
8389,R08390,SKU048,2024-03-03,2,Wrong Item,Hyderabad
8390,R08391,SKU048,2024-03-03,3,Damaged,Delhi
8391,R08392,SKU048,2024-03-03,1,Late Delivery,Mumbai
8392,R08393,SKU048,2024-03-03,1,Damaged,Delhi
8393,R08394,SKU048,2024-03-03,3,Wrong Item,Chennai
8394,R08395,SKU048,2024-03-03,3,Damaged,Mumbai
8395,R08396,SKU048,2024-03-03,1,Wrong Item,Chennai
8396,R08397,SKU048,2024-03-03,3,Damaged,Chennai
8397,R08398,SKU048,2024-03-03,1,Late Delivery,Hyderabad
8398,R08399,SKU048,2024-03-03,1,Late Delivery,Chennai
8399,R08400,SKU048,2024-03-03,1,Other,Hyderabad
8400,R08401,SKU048,2024-03-03,2,Other,Chennai
8401,R08402,SKU048,2024-03-03,3,Wrong Item,Chennai
8402,R08403,SKU048,2024-03-03,2,Other,Hyderabad
8403,R08404,SKU049,2024-03-03,2,Wrong Item,Hyderabad
8404,R08405,SKU049,2024-03-03,1,Wrong Item,Hyderabad
8405,R08406,SKU049,2024-03-03,1,Wrong Item,Chennai
8406,R08407,SKU049,2024-03-03,2,Other,Delhi
8407,R08408,SKU049,2024-03-03,2,Damaged,Hyderabad
8408,R08409,SKU049,2024-03-03,3,Late Delivery,Bangalore
8409,R08410,SKU049,2024-03-03,1,Late Delivery,Hyderabad
8410,R08411,SKU049,2024-03-03,1,Other,Mumbai
8411,R08412,SKU049,2024-03-03,1,Late Delivery,Bangalore
8412,R08413,SKU049,2024-03-03,2,Damaged,Chennai
8413,R08414,SKU049,2024-03-03,2,Other,Hyderabad
8414,R08415,SKU049,2024-03-03,3,Other,Hyderabad
8415,R08416,SKU049,2024-03-03,1,Damaged,Hyderabad
8416,R08417,SKU049,2024-03-03,3,Wrong Item,Chennai
8417,R08418,SKU049,2024-03-03,2,Wrong Item,Bangalore
8418,R08419,SKU049,2024-03-03,1,Damaged,Hyderabad
8419,R08420,SKU049,2024-03-03,3,Wrong Item,Chennai
8420,R08421,SKU049,2024-03-03,2,Damaged,Bangalore
8421,R08422,SKU049,2024-03-03,2,Wrong Item,Hyderabad
8422,R08423,SKU050,2024-03-03,3,Late Delivery,Mumbai
8423,R08424,SKU050,2024-03-03,1,Other,Bangalore
8424,R08425,SKU050,2024-03-03,3,Other,Delhi
8425,R08426,SKU050,2024-03-03,3,Wrong Item,Hyderabad
8426,R08427,SKU050,2024-03-03,2,Wrong Item,Chennai
8427,R08428,SKU050,2024-03-03,3,Late Delivery,Hyderabad
8428,R08429,SKU050,2024-03-03,3,Damaged,Hyderabad
8429,R08430,SKU050,2024-03-03,2,Wrong Item,Mumbai
8430,R08431,SKU050,2024-03-03,1,Other,Mumbai
8431,R08432,SKU050,2024-03-03,3,Other,Hyderabad
8432,R08433,SKU050,2024-03-03,2,Damaged,Bangalore
8433,R08434,SKU001,2024-03-10,2,Damaged,Chennai
8434,R08435,SKU001,2024-03-10,2,Late Delivery,Mumbai
8435,R08436,SKU001,2024-03-10,2,Late Delivery,Mumbai
8436,R08437,SKU001,2024-03-10,1,Late Delivery,Chennai
8437,R08438,SKU001,2024-03-10,3,Other,Bangalore
8438,R08439,SKU001,2024-03-10,2,Late Delivery,Delhi
8439,R08440,SKU001,2024-03-10,2,Late Delivery,Bangalore
8440,R08441,SKU001,2024-03-10,3,Damaged,Delhi
8441,R08442,SKU001,2024-03-10,2,Damaged,Hyderabad
8442,R08443,SKU001,2024-03-10,1,Wrong Item,Bangalore
8443,R08444,SKU001,2024-03-10,2,Damaged,Chennai
8444,R08445,SKU001,2024-03-10,1,Late Delivery,Chennai
8445,R08446,SKU001,2024-03-10,2,Other,Chennai
8446,R08447,SKU001,2024-03-10,3,Wrong Item,Bangalore
8447,R08448,SKU001,2024-03-10,2,Late Delivery,Chennai
8448,R08449,SKU001,2024-03-10,3,Wrong Item,Mumbai
8449,R08450,SKU001,2024-03-10,1,Wrong Item,Chennai
8450,R08451,SKU001,2024-03-10,1,Other,Hyderabad
8451,R08452,SKU001,2024-03-10,1,Wrong Item,Chennai
8452,R08453,SKU002,2024-03-10,1,Damaged,Mumbai
8453,R08454,SKU002,2024-03-10,3,Late Delivery,Bangalore
8454,R08455,SKU002,2024-03-10,1,Late Delivery,Delhi
8455,R08456,SKU002,2024-03-10,3,Other,Mumbai
8456,R08457,SKU002,2024-03-10,1,Wrong Item,Bangalore
8457,R08458,SKU002,2024-03-10,2,Other,Hyderabad
8458,R08459,SKU002,2024-03-10,3,Wrong Item,Hyderabad
8459,R08460,SKU002,2024-03-10,2,Damaged,Delhi
8460,R08461,SKU002,2024-03-10,3,Other,Bangalore
8461,R08462,SKU002,2024-03-10,2,Late Delivery,Hyderabad
8462,R08463,SKU002,2024-03-10,2,Wrong Item,Hyderabad
8463,R08464,SKU002,2024-03-10,2,Damaged,Bangalore
8464,R08465,SKU002,2024-03-10,2,Other,Mumbai
8465,R08466,SKU002,2024-03-10,2,Damaged,Bangalore
8466,R08467,SKU002,2024-03-10,3,Damaged,Mumbai
8467,R08468,SKU002,2024-03-10,3,Other,Hyderabad
8468,R08469,SKU002,2024-03-10,1,Wrong Item,Delhi
8469,R08470,SKU002,2024-03-10,3,Wrong Item,Mumbai
8470,R08471,SKU002,2024-03-10,3,Late Delivery,Bangalore
8471,R08472,SKU002,2024-03-10,2,Other,Hyderabad
8472,R08473,SKU002,2024-03-10,2,Late Delivery,Delhi
8473,R08474,SKU002,2024-03-10,3,Late Delivery,Mumbai
8474,R08475,SKU002,2024-03-10,1,Other,Delhi
8475,R08476,SKU002,2024-03-10,3,Late Delivery,Mumbai
8476,R08477,SKU002,2024-03-10,2,Damaged,Chennai
8477,R08478,SKU002,2024-03-10,1,Wrong Item,Mumbai
8478,R08479,SKU002,2024-03-10,1,Other,Bangalore
8479,R08480,SKU002,2024-03-10,1,Other,Delhi
8480,R08481,SKU002,2024-03-10,1,Damaged,Chennai
8481,R08482,SKU002,2024-03-10,1,Damaged,Delhi
8482,R08483,SKU002,2024-03-10,1,Damaged,Bangalore
8483,R08484,SKU002,2024-03-10,3,Damaged,Chennai
8484,R08485,SKU002,2024-03-10,2,Damaged,Hyderabad
8485,R08486,SKU002,2024-03-10,2,Wrong Item,Bangalore
8486,R08487,SKU002,2024-03-10,3,Other,Mumbai
8487,R08488,SKU002,2024-03-10,2,Damaged,Chennai
8488,R08489,SKU002,2024-03-10,2,Late Delivery,Hyderabad
8489,R08490,SKU002,2024-03-10,1,Other,Mumbai
8490,R08491,SKU003,2024-03-10,3,Late Delivery,Delhi
8491,R08492,SKU003,2024-03-10,3,Damaged,Mumbai
8492,R08493,SKU003,2024-03-10,2,Late Delivery,Mumbai
8493,R08494,SKU003,2024-03-10,3,Wrong Item,Mumbai
8494,R08495,SKU003,2024-03-10,2,Damaged,Chennai
8495,R08496,SKU003,2024-03-10,2,Other,Mumbai
8496,R08497,SKU003,2024-03-10,1,Other,Mumbai
8497,R08498,SKU003,2024-03-10,2,Late Delivery,Chennai
8498,R08499,SKU003,2024-03-10,1,Damaged,Bangalore
8499,R08500,SKU003,2024-03-10,1,Late Delivery,Chennai
8500,R08501,SKU003,2024-03-10,2,Other,Chennai
8501,R08502,SKU003,2024-03-10,2,Other,Delhi
8502,R08503,SKU003,2024-03-10,3,Other,Delhi
8503,R08504,SKU003,2024-03-10,2,Wrong Item,Delhi
8504,R08505,SKU003,2024-03-10,3,Wrong Item,Delhi
8505,R08506,SKU003,2024-03-10,3,Wrong Item,Mumbai
8506,R08507,SKU003,2024-03-10,3,Damaged,Mumbai
8507,R08508,SKU003,2024-03-10,3,Late Delivery,Bangalore
8508,R08509,SKU003,2024-03-10,2,Damaged,Chennai
8509,R08510,SKU003,2024-03-10,2,Late Delivery,Mumbai
8510,R08511,SKU003,2024-03-10,3,Wrong Item,Chennai
8511,R08512,SKU003,2024-03-10,1,Other,Delhi
8512,R08513,SKU003,2024-03-10,3,Late Delivery,Chennai
8513,R08514,SKU003,2024-03-10,1,Other,Hyderabad
8514,R08515,SKU003,2024-03-10,1,Wrong Item,Mumbai
8515,R08516,SKU003,2024-03-10,1,Wrong Item,Bangalore
8516,R08517,SKU003,2024-03-10,1,Late Delivery,Mumbai
8517,R08518,SKU004,2024-03-10,2,Late Delivery,Delhi
8518,R08519,SKU004,2024-03-10,1,Damaged,Bangalore
8519,R08520,SKU004,2024-03-10,1,Wrong Item,Mumbai
8520,R08521,SKU004,2024-03-10,2,Wrong Item,Delhi
8521,R08522,SKU004,2024-03-10,3,Damaged,Mumbai
8522,R08523,SKU004,2024-03-10,2,Wrong Item,Hyderabad
8523,R08524,SKU004,2024-03-10,1,Wrong Item,Hyderabad
8524,R08525,SKU004,2024-03-10,2,Wrong Item,Chennai
8525,R08526,SKU004,2024-03-10,1,Late Delivery,Mumbai
8526,R08527,SKU004,2024-03-10,3,Other,Delhi
8527,R08528,SKU004,2024-03-10,1,Late Delivery,Hyderabad
8528,R08529,SKU004,2024-03-10,3,Wrong Item,Mumbai
8529,R08530,SKU004,2024-03-10,1,Late Delivery,Hyderabad
8530,R08531,SKU004,2024-03-10,3,Late Delivery,Hyderabad
8531,R08532,SKU004,2024-03-10,2,Late Delivery,Chennai
8532,R08533,SKU004,2024-03-10,1,Other,Mumbai
8533,R08534,SKU004,2024-03-10,1,Late Delivery,Delhi
8534,R08535,SKU005,2024-03-10,2,Late Delivery,Mumbai
8535,R08536,SKU005,2024-03-10,1,Other,Hyderabad
8536,R08537,SKU005,2024-03-10,2,Damaged,Chennai
8537,R08538,SKU005,2024-03-10,3,Damaged,Chennai
8538,R08539,SKU005,2024-03-10,2,Wrong Item,Mumbai
8539,R08540,SKU005,2024-03-10,1,Other,Chennai
8540,R08541,SKU005,2024-03-10,1,Wrong Item,Chennai
8541,R08542,SKU005,2024-03-10,1,Other,Chennai
8542,R08543,SKU005,2024-03-10,3,Damaged,Hyderabad
8543,R08544,SKU005,2024-03-10,1,Late Delivery,Delhi
8544,R08545,SKU005,2024-03-10,2,Wrong Item,Chennai
8545,R08546,SKU005,2024-03-10,3,Damaged,Chennai
8546,R08547,SKU005,2024-03-10,2,Other,Hyderabad
8547,R08548,SKU005,2024-03-10,1,Damaged,Mumbai
8548,R08549,SKU005,2024-03-10,2,Damaged,Bangalore
8549,R08550,SKU005,2024-03-10,1,Wrong Item,Hyderabad
8550,R08551,SKU006,2024-03-10,3,Other,Bangalore
8551,R08552,SKU006,2024-03-10,2,Other,Chennai
8552,R08553,SKU006,2024-03-10,3,Wrong Item,Mumbai
8553,R08554,SKU006,2024-03-10,2,Damaged,Hyderabad
8554,R08555,SKU006,2024-03-10,1,Late Delivery,Mumbai
8555,R08556,SKU006,2024-03-10,3,Damaged,Bangalore
8556,R08557,SKU006,2024-03-10,2,Damaged,Hyderabad
8557,R08558,SKU006,2024-03-10,2,Late Delivery,Mumbai
8558,R08559,SKU006,2024-03-10,1,Wrong Item,Mumbai
8559,R08560,SKU006,2024-03-10,2,Wrong Item,Bangalore
8560,R08561,SKU006,2024-03-10,1,Damaged,Delhi
8561,R08562,SKU006,2024-03-10,2,Damaged,Mumbai
8562,R08563,SKU006,2024-03-10,2,Wrong Item,Mumbai
8563,R08564,SKU006,2024-03-10,3,Damaged,Mumbai
8564,R08565,SKU006,2024-03-10,1,Damaged,Hyderabad
8565,R08566,SKU006,2024-03-10,2,Wrong Item,Mumbai
8566,R08567,SKU006,2024-03-10,1,Late Delivery,Hyderabad
8567,R08568,SKU006,2024-03-10,3,Wrong Item,Delhi
8568,R08569,SKU006,2024-03-10,3,Wrong Item,Bangalore
8569,R08570,SKU006,2024-03-10,2,Wrong Item,Bangalore
8570,R08571,SKU006,2024-03-10,3,Damaged,Hyderabad
8571,R08572,SKU006,2024-03-10,1,Wrong Item,Bangalore
8572,R08573,SKU006,2024-03-10,3,Other,Hyderabad
8573,R08574,SKU006,2024-03-10,2,Wrong Item,Delhi
8574,R08575,SKU006,2024-03-10,1,Wrong Item,Hyderabad
8575,R08576,SKU007,2024-03-10,3,Other,Mumbai
8576,R08577,SKU007,2024-03-10,1,Other,Hyderabad
8577,R08578,SKU007,2024-03-10,2,Other,Hyderabad
8578,R08579,SKU007,2024-03-10,1,Wrong Item,Delhi
8579,R08580,SKU007,2024-03-10,2,Damaged,Hyderabad
8580,R08581,SKU007,2024-03-10,1,Wrong Item,Hyderabad
8581,R08582,SKU007,2024-03-10,3,Wrong Item,Hyderabad
8582,R08583,SKU007,2024-03-10,2,Other,Bangalore
8583,R08584,SKU007,2024-03-10,2,Wrong Item,Hyderabad
8584,R08585,SKU007,2024-03-10,2,Late Delivery,Delhi
8585,R08586,SKU007,2024-03-10,1,Wrong Item,Hyderabad
8586,R08587,SKU007,2024-03-10,2,Damaged,Bangalore
8587,R08588,SKU007,2024-03-10,1,Other,Mumbai
8588,R08589,SKU007,2024-03-10,1,Damaged,Delhi
8589,R08590,SKU007,2024-03-10,2,Wrong Item,Bangalore
8590,R08591,SKU007,2024-03-10,2,Late Delivery,Hyderabad
8591,R08592,SKU007,2024-03-10,2,Damaged,Hyderabad
8592,R08593,SKU007,2024-03-10,1,Other,Mumbai
8593,R08594,SKU007,2024-03-10,1,Wrong Item,Hyderabad
8594,R08595,SKU007,2024-03-10,2,Other,Mumbai
8595,R08596,SKU007,2024-03-10,1,Damaged,Bangalore
8596,R08597,SKU007,2024-03-10,3,Late Delivery,Delhi
8597,R08598,SKU007,2024-03-10,2,Late Delivery,Delhi
8598,R08599,SKU007,2024-03-10,1,Late Delivery,Hyderabad
8599,R08600,SKU008,2024-03-10,1,Late Delivery,Mumbai
8600,R08601,SKU008,2024-03-10,1,Late Delivery,Hyderabad
8601,R08602,SKU008,2024-03-10,1,Wrong Item,Delhi
8602,R08603,SKU008,2024-03-10,1,Damaged,Hyderabad
8603,R08604,SKU008,2024-03-10,3,Other,Delhi
8604,R08605,SKU008,2024-03-10,2,Damaged,Bangalore
8605,R08606,SKU008,2024-03-10,2,Wrong Item,Bangalore
8606,R08607,SKU008,2024-03-10,1,Late Delivery,Chennai
8607,R08608,SKU008,2024-03-10,3,Wrong Item,Delhi
8608,R08609,SKU008,2024-03-10,1,Other,Mumbai
8609,R08610,SKU008,2024-03-10,1,Late Delivery,Chennai
8610,R08611,SKU008,2024-03-10,2,Late Delivery,Bangalore
8611,R08612,SKU008,2024-03-10,2,Damaged,Mumbai
8612,R08613,SKU008,2024-03-10,2,Other,Mumbai
8613,R08614,SKU008,2024-03-10,1,Wrong Item,Delhi
8614,R08615,SKU008,2024-03-10,3,Late Delivery,Chennai
8615,R08616,SKU008,2024-03-10,2,Late Delivery,Hyderabad
8616,R08617,SKU008,2024-03-10,3,Other,Hyderabad
8617,R08618,SKU008,2024-03-10,1,Wrong Item,Hyderabad
8618,R08619,SKU008,2024-03-10,3,Damaged,Bangalore
8619,R08620,SKU008,2024-03-10,1,Other,Delhi
8620,R08621,SKU008,2024-03-10,1,Damaged,Delhi
8621,R08622,SKU009,2024-03-10,2,Other,Mumbai
8622,R08623,SKU009,2024-03-10,1,Damaged,Hyderabad
8623,R08624,SKU009,2024-03-10,1,Late Delivery,Chennai
8624,R08625,SKU009,2024-03-10,2,Other,Mumbai
8625,R08626,SKU009,2024-03-10,2,Damaged,Bangalore
8626,R08627,SKU009,2024-03-10,1,Wrong Item,Chennai
8627,R08628,SKU009,2024-03-10,1,Other,Hyderabad
8628,R08629,SKU009,2024-03-10,3,Other,Mumbai
8629,R08630,SKU009,2024-03-10,3,Other,Delhi
8630,R08631,SKU009,2024-03-10,3,Late Delivery,Delhi
8631,R08632,SKU009,2024-03-10,2,Damaged,Chennai
8632,R08633,SKU009,2024-03-10,1,Wrong Item,Chennai
8633,R08634,SKU009,2024-03-10,2,Wrong Item,Chennai
8634,R08635,SKU009,2024-03-10,2,Wrong Item,Mumbai
8635,R08636,SKU009,2024-03-10,3,Wrong Item,Delhi
8636,R08637,SKU009,2024-03-10,2,Other,Chennai
8637,R08638,SKU009,2024-03-10,2,Late Delivery,Chennai
8638,R08639,SKU009,2024-03-10,1,Wrong Item,Chennai
8639,R08640,SKU009,2024-03-10,2,Damaged,Bangalore
8640,R08641,SKU009,2024-03-10,3,Late Delivery,Hyderabad
8641,R08642,SKU009,2024-03-10,3,Wrong Item,Hyderabad
8642,R08643,SKU009,2024-03-10,1,Damaged,Hyderabad
8643,R08644,SKU009,2024-03-10,1,Damaged,Chennai
8644,R08645,SKU009,2024-03-10,3,Wrong Item,Bangalore
8645,R08646,SKU009,2024-03-10,3,Other,Chennai
8646,R08647,SKU009,2024-03-10,1,Other,Delhi
8647,R08648,SKU010,2024-03-10,1,Other,Delhi
8648,R08649,SKU010,2024-03-10,2,Late Delivery,Chennai
8649,R08650,SKU010,2024-03-10,2,Other,Hyderabad
8650,R08651,SKU010,2024-03-10,1,Wrong Item,Chennai
8651,R08652,SKU010,2024-03-10,2,Wrong Item,Bangalore
8652,R08653,SKU010,2024-03-10,2,Wrong Item,Delhi
8653,R08654,SKU010,2024-03-10,2,Wrong Item,Mumbai
8654,R08655,SKU010,2024-03-10,2,Damaged,Bangalore
8655,R08656,SKU010,2024-03-10,3,Other,Chennai
8656,R08657,SKU010,2024-03-10,2,Late Delivery,Hyderabad
8657,R08658,SKU011,2024-03-10,1,Damaged,Mumbai
8658,R08659,SKU011,2024-03-10,1,Late Delivery,Bangalore
8659,R08660,SKU011,2024-03-10,2,Late Delivery,Mumbai
8660,R08661,SKU011,2024-03-10,2,Damaged,Bangalore
8661,R08662,SKU011,2024-03-10,3,Other,Mumbai
8662,R08663,SKU011,2024-03-10,2,Late Delivery,Mumbai
8663,R08664,SKU011,2024-03-10,1,Other,Delhi
8664,R08665,SKU011,2024-03-10,3,Other,Bangalore
8665,R08666,SKU011,2024-03-10,3,Wrong Item,Delhi
8666,R08667,SKU011,2024-03-10,3,Late Delivery,Chennai
8667,R08668,SKU011,2024-03-10,1,Damaged,Delhi
8668,R08669,SKU011,2024-03-10,3,Wrong Item,Bangalore
8669,R08670,SKU011,2024-03-10,2,Wrong Item,Mumbai
8670,R08671,SKU011,2024-03-10,1,Wrong Item,Chennai
8671,R08672,SKU011,2024-03-10,2,Late Delivery,Bangalore
8672,R08673,SKU011,2024-03-10,1,Damaged,Bangalore
8673,R08674,SKU011,2024-03-10,2,Other,Bangalore
8674,R08675,SKU011,2024-03-10,3,Damaged,Delhi
8675,R08676,SKU011,2024-03-10,3,Wrong Item,Mumbai
8676,R08677,SKU011,2024-03-10,2,Damaged,Delhi
8677,R08678,SKU011,2024-03-10,3,Damaged,Hyderabad
8678,R08679,SKU011,2024-03-10,2,Damaged,Hyderabad
8679,R08680,SKU011,2024-03-10,3,Other,Mumbai
8680,R08681,SKU011,2024-03-10,1,Wrong Item,Mumbai
8681,R08682,SKU011,2024-03-10,1,Other,Delhi
8682,R08683,SKU011,2024-03-10,3,Other,Mumbai
8683,R08684,SKU012,2024-03-10,2,Wrong Item,Chennai
8684,R08685,SKU012,2024-03-10,3,Damaged,Chennai
8685,R08686,SKU012,2024-03-10,3,Wrong Item,Hyderabad
8686,R08687,SKU012,2024-03-10,3,Other,Hyderabad
8687,R08688,SKU012,2024-03-10,1,Damaged,Chennai
8688,R08689,SKU012,2024-03-10,2,Other,Mumbai
8689,R08690,SKU012,2024-03-10,3,Other,Delhi
8690,R08691,SKU012,2024-03-10,3,Late Delivery,Chennai
8691,R08692,SKU012,2024-03-10,3,Damaged,Chennai
8692,R08693,SKU012,2024-03-10,3,Other,Chennai
8693,R08694,SKU012,2024-03-10,1,Wrong Item,Chennai
8694,R08695,SKU012,2024-03-10,1,Wrong Item,Bangalore
8695,R08696,SKU012,2024-03-10,3,Late Delivery,Hyderabad
8696,R08697,SKU012,2024-03-10,2,Damaged,Delhi
8697,R08698,SKU012,2024-03-10,1,Wrong Item,Delhi
8698,R08699,SKU012,2024-03-10,2,Wrong Item,Delhi
8699,R08700,SKU012,2024-03-10,2,Damaged,Delhi
8700,R08701,SKU012,2024-03-10,3,Other,Hyderabad
8701,R08702,SKU012,2024-03-10,1,Damaged,Delhi
8702,R08703,SKU012,2024-03-10,3,Other,Delhi
8703,R08704,SKU012,2024-03-10,1,Wrong Item,Delhi
8704,R08705,SKU012,2024-03-10,1,Other,Hyderabad
8705,R08706,SKU012,2024-03-10,2,Damaged,Delhi
8706,R08707,SKU012,2024-03-10,3,Other,Mumbai
8707,R08708,SKU012,2024-03-10,1,Other,Hyderabad
8708,R08709,SKU013,2024-03-10,3,Other,Hyderabad
8709,R08710,SKU013,2024-03-10,3,Damaged,Bangalore
8710,R08711,SKU013,2024-03-10,1,Other,Mumbai
8711,R08712,SKU013,2024-03-10,2,Late Delivery,Hyderabad
8712,R08713,SKU013,2024-03-10,3,Damaged,Hyderabad
8713,R08714,SKU013,2024-03-10,2,Wrong Item,Bangalore
8714,R08715,SKU013,2024-03-10,3,Other,Mumbai
8715,R08716,SKU013,2024-03-10,3,Wrong Item,Chennai
8716,R08717,SKU013,2024-03-10,2,Late Delivery,Hyderabad
8717,R08718,SKU013,2024-03-10,2,Other,Delhi
8718,R08719,SKU013,2024-03-10,3,Wrong Item,Mumbai
8719,R08720,SKU013,2024-03-10,3,Late Delivery,Hyderabad
8720,R08721,SKU013,2024-03-10,2,Late Delivery,Bangalore
8721,R08722,SKU013,2024-03-10,1,Wrong Item,Mumbai
8722,R08723,SKU013,2024-03-10,1,Late Delivery,Delhi
8723,R08724,SKU013,2024-03-10,3,Damaged,Delhi
8724,R08725,SKU013,2024-03-10,3,Other,Chennai
8725,R08726,SKU013,2024-03-10,1,Damaged,Delhi
8726,R08727,SKU013,2024-03-10,2,Wrong Item,Chennai
8727,R08728,SKU013,2024-03-10,3,Late Delivery,Bangalore
8728,R08729,SKU013,2024-03-10,2,Late Delivery,Delhi
8729,R08730,SKU014,2024-03-10,2,Wrong Item,Hyderabad
8730,R08731,SKU014,2024-03-10,3,Damaged,Mumbai
8731,R08732,SKU014,2024-03-10,1,Wrong Item,Bangalore
8732,R08733,SKU014,2024-03-10,3,Damaged,Delhi
8733,R08734,SKU014,2024-03-10,2,Damaged,Mumbai
8734,R08735,SKU014,2024-03-10,3,Late Delivery,Chennai
8735,R08736,SKU014,2024-03-10,1,Wrong Item,Delhi
8736,R08737,SKU014,2024-03-10,3,Damaged,Hyderabad
8737,R08738,SKU014,2024-03-10,1,Damaged,Hyderabad
8738,R08739,SKU014,2024-03-10,3,Other,Hyderabad
8739,R08740,SKU014,2024-03-10,2,Wrong Item,Delhi
8740,R08741,SKU014,2024-03-10,3,Late Delivery,Mumbai
8741,R08742,SKU014,2024-03-10,3,Other,Bangalore
8742,R08743,SKU014,2024-03-10,2,Damaged,Hyderabad
8743,R08744,SKU014,2024-03-10,2,Damaged,Hyderabad
8744,R08745,SKU014,2024-03-10,3,Late Delivery,Chennai
8745,R08746,SKU014,2024-03-10,1,Late Delivery,Mumbai
8746,R08747,SKU014,2024-03-10,2,Wrong Item,Bangalore
8747,R08748,SKU014,2024-03-10,1,Damaged,Mumbai
8748,R08749,SKU014,2024-03-10,2,Other,Hyderabad
8749,R08750,SKU014,2024-03-10,2,Wrong Item,Hyderabad
8750,R08751,SKU014,2024-03-10,1,Late Delivery,Mumbai
8751,R08752,SKU014,2024-03-10,2,Wrong Item,Delhi
8752,R08753,SKU014,2024-03-10,1,Other,Hyderabad
8753,R08754,SKU014,2024-03-10,2,Damaged,Chennai
8754,R08755,SKU014,2024-03-10,3,Other,Chennai
8755,R08756,SKU015,2024-03-10,1,Wrong Item,Hyderabad
8756,R08757,SKU015,2024-03-10,2,Late Delivery,Mumbai
8757,R08758,SKU015,2024-03-10,1,Other,Delhi
8758,R08759,SKU015,2024-03-10,2,Damaged,Chennai
8759,R08760,SKU015,2024-03-10,3,Late Delivery,Bangalore
8760,R08761,SKU015,2024-03-10,3,Late Delivery,Hyderabad
8761,R08762,SKU015,2024-03-10,1,Damaged,Mumbai
8762,R08763,SKU015,2024-03-10,3,Other,Mumbai
8763,R08764,SKU015,2024-03-10,2,Wrong Item,Chennai
8764,R08765,SKU015,2024-03-10,3,Other,Bangalore
8765,R08766,SKU015,2024-03-10,1,Wrong Item,Delhi
8766,R08767,SKU015,2024-03-10,3,Damaged,Mumbai
8767,R08768,SKU015,2024-03-10,2,Late Delivery,Mumbai
8768,R08769,SKU015,2024-03-10,3,Wrong Item,Bangalore
8769,R08770,SKU016,2024-03-10,1,Late Delivery,Bangalore
8770,R08771,SKU016,2024-03-10,2,Damaged,Mumbai
8771,R08772,SKU016,2024-03-10,2,Damaged,Chennai
8772,R08773,SKU016,2024-03-10,1,Other,Bangalore
8773,R08774,SKU016,2024-03-10,3,Other,Delhi
8774,R08775,SKU016,2024-03-10,2,Late Delivery,Chennai
8775,R08776,SKU016,2024-03-10,1,Damaged,Hyderabad
8776,R08777,SKU016,2024-03-10,1,Wrong Item,Chennai
8777,R08778,SKU016,2024-03-10,3,Late Delivery,Chennai
8778,R08779,SKU016,2024-03-10,2,Other,Chennai
8779,R08780,SKU016,2024-03-10,3,Other,Bangalore
8780,R08781,SKU016,2024-03-10,1,Late Delivery,Bangalore
8781,R08782,SKU016,2024-03-10,3,Other,Hyderabad
8782,R08783,SKU016,2024-03-10,2,Damaged,Chennai
8783,R08784,SKU016,2024-03-10,3,Other,Chennai
8784,R08785,SKU016,2024-03-10,3,Damaged,Chennai
8785,R08786,SKU016,2024-03-10,2,Damaged,Delhi
8786,R08787,SKU016,2024-03-10,3,Damaged,Hyderabad
8787,R08788,SKU017,2024-03-10,3,Late Delivery,Hyderabad
8788,R08789,SKU017,2024-03-10,3,Other,Bangalore
8789,R08790,SKU017,2024-03-10,1,Late Delivery,Hyderabad
8790,R08791,SKU017,2024-03-10,3,Wrong Item,Mumbai
8791,R08792,SKU017,2024-03-10,1,Wrong Item,Hyderabad
8792,R08793,SKU017,2024-03-10,3,Wrong Item,Chennai
