,date,sku_id,opening_qty,received_qty,spoiled_qty,sold_qty,closing_qty
580,2024-03-24,SKU031,663,165,0,294,534
581,2024-03-24,SKU032,262,107,0,248,121
582,2024-03-24,SKU033,432,227,0,333,326
583,2024-03-24,SKU034,555,188,0,278,465
584,2024-03-24,SKU035,411,190,0,518,83
585,2024-03-24,SKU036,465,146,0,539,72
586,2024-03-24,SKU037,706,154,0,277,583
587,2024-03-24,SKU038,639,141,0,507,273
588,2024-03-24,SKU039,555,132,0,541,146
589,2024-03-24,SKU040,701,187,0,363,525
590,2024-03-24,SKU041,142,108,0,228,22
591,2024-03-24,SKU042,260,157,0,396,21
592,2024-03-24,SKU043,515,195,9,370,331
593,2024-03-24,SKU044,704,246,0,299,651
594,2024-03-24,SKU045,439,156,0,520,75
595,2024-03-24,SKU046,159,228,0,434,0
596,2024-03-24,SKU047,457,104,5,258,298
597,2024-03-24,SKU048,385,197,0,219,363
598,2024-03-24,SKU049,441,223,0,420,244
599,2024-03-24,SKU050,677,136,0,422,391
600,2024-03-31,SKU001,133,156,0,342,0
601,2024-03-31,SKU002,480,210,0,407,283
602,2024-03-31,SKU003,300,195,0,396,99
603,2024-03-31,SKU004,632,132,0,251,513
604,2024-03-31,SKU005,720,168,0,393,495
605,2024-03-31,SKU006,502,108,0,579,31
606,2024-03-31,SKU007,468,100,5,225,338
607,2024-03-31,SKU008,478,108,0,422,164
608,2024-03-31,SKU009,120,244,0,419,0
609,2024-03-31,SKU010,411,100,0,258,253
610,2024-03-31,SKU011,763,136,0,264,635
611,2024-03-31,SKU012,538,161,0,424,275
612,2024-03-31,SKU013,508,202,0,472,238
613,2024-03-31,SKU014,100,240,0,202,138
614,2024-03-31,SKU015,565,217,0,213,569
615,2024-03-31,SKU016,194,233,0,487,0
616,2024-03-31,SKU017,559,125,6,283,395
617,2024-03-31,SKU018,599,125,0,362,362
618,2024-03-31,SKU019,677,142,0,374,445
619,2024-03-31,SKU020,134,201,0,503,0
620,2024-03-31,SKU021,536,104,0,376,264
621,2024-03-31,SKU022,326,168,0,315,179
622,2024-03-31,SKU023,246,243,0,501,0
623,2024-03-31,SKU024,790,109,0,396,503
624,2024-03-31,SKU025,344,147,0,305,186
625,2024-03-31,SKU026,293,191,0,572,0
626,2024-03-31,SKU027,245,150,0,254,141
627,2024-03-31,SKU028,263,186,9,364,76
628,2024-03-31,SKU029,201,173,0,426,0
629,2024-03-31,SKU030,193,243,0,572,0
630,2024-03-31,SKU031,370,236,11,511,84
631,2024-03-31,SKU032,332,105,0,528,0
632,2024-03-31,SKU033,545,127,6,306,360
633,2024-03-31,SKU034,611,182,9,447,337
634,2024-03-31,SKU035,476,174,0,412,238
635,2024-03-31,SKU036,356,107,0,490,0
636,2024-03-31,SKU037,463,168,0,245,386
637,2024-03-31,SKU038,428,178,0,303,303
638,2024-03-31,SKU039,549,190,0,557,182
639,2024-03-31,SKU040,530,201,10,236,485
640,2024-03-31,SKU041,657,194,9,204,638
641,2024-03-31,SKU042,455,138,0,278,315
642,2024-03-31,SKU043,394,111,0,540,0
643,2024-03-31,SKU044,735,210,0,466,479
644,2024-03-31,SKU045,610,224,0,525,309
645,2024-03-31,SKU046,115,144,0,287,0
646,2024-03-31,SKU047,578,242,0,458,362
647,2024-03-31,SKU048,512,218,0,451,279
648,2024-03-31,SKU049,787,148,0,239,696
649,2024-03-31,SKU050,285,131,0,525,0
650,2024-04-07,SKU001,378,161,0,246,293
651,2024-04-07,SKU002,181,141,0,282,40
652,2024-04-07,SKU003,365,163,0,329,199
653,2024-04-07,SKU004,145,202,0,413,0
654,2024-04-07,SKU005,493,219,0,358,354
655,2024-04-07,SKU006,169,208,0,200,177
656,2024-04-07,SKU007,510,106,0,406,210
657,2024-04-07,SKU008,746,113,0,488,371
658,2024-04-07,SKU009,627,127,0,218,536
659,2024-04-07,SKU010,442,124,0,301,265
660,2024-04-07,SKU011,525,145,0,282,388
661,2024-04-07,SKU012,417,156,0,484,89
662,2024-04-07,SKU013,729,234,11,512,440
663,2024-04-07,SKU014,196,131,6,436,0
664,2024-04-07,SKU015,512,215,10,538,179
665,2024-04-07,SKU016,355,197,0,544,8
666,2024-04-07,SKU017,528,106,5,273,356
667,2024-04-07,SKU018,297,240,0,505,32
668,2024-04-07,SKU019,663,216,10,397,472
669,2024-04-07,SKU020,728,157,7,321,557
670,2024-04-07,SKU021,200,124,0,501,0
671,2024-04-07,SKU022,670,218,10,542,336
672,2024-04-07,SKU023,225,217,10,546,0
673,2024-04-07,SKU024,716,100,5,583,228
674,2024-04-07,SKU025,537,158,0,315,380
675,2024-04-07,SKU026,135,160,0,527,0
676,2024-04-07,SKU027,545,103,0,388,260
677,2024-04-07,SKU028,427,193,0,305,315
678,2024-04-07,SKU029,735,223,0,440,518
679,2024-04-07,SKU030,305,136,0,309,132
680,2024-04-07,SKU031,577,195,0,380,392
681,2024-04-07,SKU032,629,132,0,294,467
682,2024-04-07,SKU033,156,106,0,228,34
683,2024-04-07,SKU034,421,212,0,456,177
684,2024-04-07,SKU035,662,156,0,236,582
685,2024-04-07,SKU036,498,128,0,248,378
686,2024-04-07,SKU037,271,166,0,431,6
687,2024-04-07,SKU038,236,114,5,355,0
688,2024-04-07,SKU039,209,135,0,402,0
689,2024-04-07,SKU040,270,120,0,545,0
690,2024-04-07,SKU041,403,238,0,241,400
691,2024-04-07,SKU042,568,184,0,373,379
692,2024-04-07,SKU043,455,127,0,215,367
693,2024-04-07,SKU044,601,126,0,278,449
694,2024-04-07,SKU045,238,112,5,547,0
695,2024-04-07,SKU046,236,116,0,522,0
696,2024-04-07,SKU047,194,230,0,396,28
697,2024-04-07,SKU048,461,109,0,338,232
698,2024-04-07,SKU049,254,122,0,346,30
699,2024-04-07,SKU050,650,168,0,501,317
700,2024-04-14,SKU001,296,162,8,435,15
701,2024-04-14,SKU002,657,156,0,446,367
702,2024-04-14,SKU003,732,128,6,516,338
703,2024-04-14,SKU004,623,249,0,570,302
704,2024-04-14,SKU005,115,208,0,422,0
705,2024-04-14,SKU006,408,212,10,436,174
706,2024-04-14,SKU007,416,151,0,411,156
707,2024-04-14,SKU008,333,227,0,470,90
708,2024-04-14,SKU009,496,248,0,367,377
709,2024-04-14,SKU010,336,245,0,599,0
710,2024-04-14,SKU011,420,183,0,406,197
711,2024-04-14,SKU012,160,115,0,584,0
712,2024-04-14,SKU013,745,103,0,295,553
713,2024-04-14,SKU014,225,179,0,264,140
714,2024-04-14,SKU015,563,159,0,384,338
715,2024-04-14,SKU016,684,201,10,464,411
716,2024-04-14,SKU017,730,152,0,244,638
717,2024-04-14,SKU018,231,216,0,294,153
718,2024-04-14,SKU019,519,124,0,596,47
719,2024-04-14,SKU020,546,144,0,241,449
720,2024-04-14,SKU021,762,210,10,537,425
721,2024-04-14,SKU022,351,136,6,232,249
722,2024-04-14,SKU023,235,131,0,303,63
723,2024-04-14,SKU024,544,206,0,477,273
724,2024-04-14,SKU025,211,215,10,499,0
725,2024-04-14,SKU026,332,135,0,524,0
726,2024-04-14,SKU027,637,133,0,357,413
727,2024-04-14,SKU028,297,218,10,307,198
728,2024-04-14,SKU029,381,197,0,283,295
729,2024-04-14,SKU030,721,183,0,523,381
730,2024-04-14,SKU031,223,153,7,210,159
731,2024-04-14,SKU032,759,212,0,366,605
732,2024-04-14,SKU033,452,114,0,371,195
733,2024-04-14,SKU034,557,237,11,372,411
734,2024-04-14,SKU035,311,180,9,290,192
735,2024-04-14,SKU036,138,118,0,224,32
736,2024-04-14,SKU037,355,191,0,215,331
737,2024-04-14,SKU038,676,144,0,479,341
738,2024-04-14,SKU039,427,171,0,516,82
739,2024-04-14,SKU040,334,174,0,223,285
740,2024-04-14,SKU041,119,248,0,268,99
741,2024-04-14,SKU042,718,176,0,389,505
742,2024-04-14,SKU043,129,171,0,469,0
743,2024-04-14,SKU044,563,162,0,233,492
744,2024-04-14,SKU045,646,214,0,227,633
745,2024-04-14,SKU046,242,114,5,431,0
746,2024-04-14,SKU047,431,136,0,430,137
747,2024-04-14,SKU048,625,116,0,316,425
748,2024-04-14,SKU049,681,200,0,202,679
749,2024-04-14,SKU050,141,116,0,528,0
750,2024-04-21,SKU001,604,154,0,437,321
751,2024-04-21,SKU002,736,192,0,483,445
752,2024-04-21,SKU003,744,176,0,532,388
753,2024-04-21,SKU004,344,234,0,325,253
754,2024-04-21,SKU005,684,116,0,321,479
755,2024-04-21,SKU006,190,130,0,286,34
756,2024-04-21,SKU007,494,142,0,529,107
757,2024-04-21,SKU008,756,128,6,591,287
758,2024-04-21,SKU009,652,201,10,513,330
759,2024-04-21,SKU010,787,183,0,323,647
760,2024-04-21,SKU011,438,204,0,523,119
761,2024-04-21,SKU012,346,156,0,323,179
762,2024-04-21,SKU013,682,162,0,568,276
763,2024-04-21,SKU014,666,178,0,500,344
764,2024-04-21,SKU015,741,233,0,594,380
765,2024-04-21,SKU016,381,232,0,271,342
766,2024-04-21,SKU017,730,160,8,518,364
767,2024-04-21,SKU018,646,118,0,366,398
768,2024-04-21,SKU019,607,186,0,357,436
769,2024-04-21,SKU020,351,177,0,509,19
770,2024-04-21,SKU021,109,208,0,241,76
771,2024-04-21,SKU022,595,155,0,500,250
772,2024-04-21,SKU023,447,165,0,575,37
773,2024-04-21,SKU024,746,210,0,540,416
774,2024-04-21,SKU025,574,197,0,349,422
775,2024-04-21,SKU026,476,181,0,527,130
776,2024-04-21,SKU027,303,197,9,531,0
777,2024-04-21,SKU028,518,151,7,525,137
778,2024-04-21,SKU029,144,131,0,479,0
779,2024-04-21,SKU030,431,202,0,259,374
780,2024-04-21,SKU031,441,158,0,312,287
781,2024-04-21,SKU032,239,233,0,364,108
782,2024-04-21,SKU033,436,247,0,231,452
783,2024-04-21,SKU034,732,110,0,572,270
784,2024-04-21,SKU035,428,109,0,564,0
785,2024-04-21,SKU036,309,175,0,481,3
786,2024-04-21,SKU037,310,136,0,201,245
787,2024-04-21,SKU038,207,178,0,581,0
788,2024-04-21,SKU039,277,235,0,540,0
789,2024-04-21,SKU040,233,234,0,383,84
790,2024-04-21,SKU041,444,203,0,415,232
791,2024-04-21,SKU042,755,212,10,312,645
792,2024-04-21,SKU043,654,177,0,588,243
793,2024-04-21,SKU044,421,134,0,441,114
794,2024-04-21,SKU045,236,132,0,560,0
795,2024-04-21,SKU046,672,199,0,302,569
796,2024-04-21,SKU047,363,124,0,370,117
797,2024-04-21,SKU048,397,186,0,525,58
798,2024-04-21,SKU049,757,204,0,436,525
799,2024-04-21,SKU050,239,116,0,310,45
800,2024-04-28,SKU001,472,232,11,501,192
801,2024-04-28,SKU002,792,159,0,314,637
802,2024-04-28,SKU003,762,180,0,455,487
803,2024-04-28,SKU004,109,216,0,215,110
804,2024-04-28,SKU005,403,110,0,253,260
805,2024-04-28,SKU006,209,120,0,483,0
806,2024-04-28,SKU007,488,217,0,510,195
807,2024-04-28,SKU008,746,164,0,501,409
808,2024-04-28,SKU009,654,183,0,598,239
809,2024-04-28,SKU010,560,148,0,339,369
810,2024-04-28,SKU011,619,178,0,477,320
811,2024-04-28,SKU012,726,100,5,251,570
812,2024-04-28,SKU013,438,183,0,314,307
813,2024-04-28,SKU014,337,154,0,232,259
814,2024-04-28,SKU015,450,174,0,467,157
815,2024-04-28,SKU016,746,107,5,350,498
816,2024-04-28,SKU017,234,167,0,348,53
817,2024-04-28,SKU018,724,241,0,247,718
818,2024-04-28,SKU019,395,196,0,599,0
819,2024-04-28,SKU020,273,135,0,352,56
820,2024-04-28,SKU021,598,134,0,581,151
821,2024-04-28,SKU022,321,198,9,290,220
822,2024-04-28,SKU023,140,237,0,413,0
823,2024-04-28,SKU024,617,224,0,283,558
824,2024-04-28,SKU025,540,192,0,501,231
825,2024-04-28,SKU026,118,101,5,374,0
826,2024-04-28,SKU027,646,137,0,543,240
827,2024-04-28,SKU028,518,121,0,214,425
828,2024-04-28,SKU029,268,131,0,292,107
829,2024-04-28,SKU030,231,134,6,420,0
830,2024-04-28,SKU031,341,176,0,315,202
831,2024-04-28,SKU032,652,238,0,283,607
832,2024-04-28,SKU033,488,202,0,491,199
833,2024-04-28,SKU034,209,227,0,213,223
834,2024-04-28,SKU035,784,192,0,590,386
835,2024-04-28,SKU036,654,114,0,200,568
836,2024-04-28,SKU037,645,224,0,389,480
837,2024-04-28,SKU038,503,223,0,463,263
838,2024-04-28,SKU039,219,103,0,381,0
839,2024-04-28,SKU040,235,249,0,221,263
840,2024-04-28,SKU041,781,175,8,392,556
841,2024-04-28,SKU042,326,181,0,407,100
842,2024-04-28,SKU043,539,131,0,407,263
843,2024-04-28,SKU044,155,147,0,233,69
844,2024-04-28,SKU045,193,157,0,322,28
845,2024-04-28,SKU046,385,196,0,412,169
846,2024-04-28,SKU047,397,243,0,596,44
847,2024-04-28,SKU048,169,108,0,231,46
848,2024-04-28,SKU049,383,189,0,592,0
849,2024-04-28,SKU050,250,100,0,241,109
850,2024-05-05,SKU001,684,210,0,496,398
851,2024-05-05,SKU002,139,133,0,296,0
852,2024-05-05,SKU003,646,112,0,407,351
853,2024-05-05,SKU004,151,219,10,496,0
854,2024-05-05,SKU005,360,148,7,527,0
855,2024-05-05,SKU006,665,126,0,429,362
856,2024-05-05,SKU007,545,239,11,364,409
857,2024-05-05,SKU008,447,159,0,510,96
858,2024-05-05,SKU009,550,197,0,534,213
859,2024-05-05,SKU010,646,199,0,555,290
860,2024-05-05,SKU011,251,113,0,270,94
861,2024-05-05,SKU012,394,147,0,393,148
862,2024-05-05,SKU013,149,230,11,575,0
863,2024-05-05,SKU014,223,156,0,366,13
864,2024-05-05,SKU015,578,192,0,594,176
865,2024-05-05,SKU016,701,149,0,572,278
866,2024-05-05,SKU017,579,244,0,434,389
867,2024-05-05,SKU018,701,145,0,454,392
868,2024-05-05,SKU019,547,224,0,513,258
869,2024-05-05,SKU020,721,130,0,339,512
870,2024-05-05,SKU021,310,144,0,501,0
871,2024-05-05,SKU022,335,157,0,248,244
872,2024-05-05,SKU023,495,184,0,580,99
873,2024-05-05,SKU024,365,158,0,482,41
874,2024-05-05,SKU025,668,183,0,569,282
875,2024-05-05,SKU026,549,126,0,535,140
876,2024-05-05,SKU027,378,136,0,280,234
877,2024-05-05,SKU028,376,119,0,394,101
878,2024-05-05,SKU029,387,243,12,333,285
879,2024-05-05,SKU030,790,208,0,202,796
880,2024-05-05,SKU031,570,242,0,255,557
881,2024-05-05,SKU032,225,163,0,586,0
882,2024-05-05,SKU033,321,172,0,343,150
883,2024-05-05,SKU034,469,141,0,325,285
884,2024-05-05,SKU035,543,207,0,563,187
885,2024-05-05,SKU036,573,143,7,492,217
886,2024-05-05,SKU037,173,195,0,287,81
887,2024-05-05,SKU038,196,171,0,379,0
888,2024-05-05,SKU039,663,147,0,504,306
889,2024-05-05,SKU040,638,149,0,263,524
890,2024-05-05,SKU041,384,186,9,594,0
891,2024-05-05,SKU042,576,120,0,363,333
892,2024-05-05,SKU043,381,137,0,264,254
893,2024-05-05,SKU044,194,127,0,371,0
894,2024-05-05,SKU045,587,111,0,358,340
895,2024-05-05,SKU046,184,172,0,461,0
896,2024-05-05,SKU047,183,196,0,327,52
897,2024-05-05,SKU048,166,193,0,205,154
898,2024-05-05,SKU049,740,195,0,539,396
899,2024-05-05,SKU050,393,114,0,513,0
900,2024-05-12,SKU001,523,198,0,597,124
901,2024-05-12,SKU002,418,161,0,405,174
902,2024-05-12,SKU003,419,231,11,422,217
903,2024-05-12,SKU004,378,217,0,408,187
904,2024-05-12,SKU005,510,155,0,279,386
905,2024-05-12,SKU006,765,155,0,530,390
906,2024-05-12,SKU007,640,221,0,273,588
907,2024-05-12,SKU008,410,177,0,339,248
908,2024-05-12,SKU009,452,141,0,294,299
909,2024-05-12,SKU010,517,120,0,402,235
910,2024-05-12,SKU011,413,240,0,243,410
911,2024-05-12,SKU012,351,216,0,451,116
912,2024-05-12,SKU013,368,180,0,229,319
913,2024-05-12,SKU014,325,106,0,271,160
914,2024-05-12,SKU015,679,156,0,314,521
915,2024-05-12,SKU016,781,156,0,225,712
916,2024-05-12,SKU017,387,166,0,404,149
917,2024-05-12,SKU018,451,102,0,324,229
918,2024-05-12,SKU019,539,115,0,424,230
919,2024-05-12,SKU020,252,187,9,221,209
920,2024-05-12,SKU021,336,208,10,261,273
921,2024-05-12,SKU022,386,153,0,568,0
922,2024-05-12,SKU023,340,131,0,490,0
923,2024-05-12,SKU024,258,202,0,333,127
924,2024-05-12,SKU025,623,236,11,355,493
925,2024-05-12,SKU026,532,241,12,337,424
926,2024-05-12,SKU027,565,212,0,311,466
927,2024-05-12,SKU028,740,246,12,569,405
928,2024-05-12,SKU029,690,193,0,505,378
929,2024-05-12,SKU030,458,173,0,487,144
930,2024-05-12,SKU031,565,206,10,516,245
931,2024-05-12,SKU032,676,155,0,560,271
932,2024-05-12,SKU033,467,220,0,580,107
933,2024-05-12,SKU034,191,138,0,565,0
934,2024-05-12,SKU035,321,209,0,360,170
935,2024-05-12,SKU036,734,146,0,276,604
936,2024-05-12,SKU037,312,118,0,322,108
937,2024-05-12,SKU038,577,130,6,209,492
938,2024-05-12,SKU039,384,172,0,539,17
939,2024-05-12,SKU040,552,147,0,404,295
940,2024-05-12,SKU041,117,220,0,554,0
941,2024-05-12,SKU042,129,188,0,268,49
942,2024-05-12,SKU043,671,238,0,393,516
943,2024-05-12,SKU044,377,184,9,448,104
944,2024-05-12,SKU045,343,217,10,359,191
945,2024-05-12,SKU046,782,113,0,592,303
946,2024-05-12,SKU047,722,202,10,303,611
947,2024-05-12,SKU048,173,171,0,578,0
948,2024-05-12,SKU049,557,158,0,486,229
949,2024-05-12,SKU050,193,214,0,375,32
950,2024-05-19,SKU001,373,244,0,289,328
951,2024-05-19,SKU002,444,118,5,206,351
952,2024-05-19,SKU003,601,196,0,594,203
953,2024-05-19,SKU004,765,221,0,582,404
954,2024-05-19,SKU005,100,154,0,537,0
955,2024-05-19,SKU006,197,120,0,483,0
956,2024-05-19,SKU007,318,118,0,423,13
957,2024-05-19,SKU008,716,195,0,566,345
958,2024-05-19,SKU009,520,172,0,309,383
959,2024-05-19,SKU010,239,154,7,369,17
960,2024-05-19,SKU011,332,192,0,430,94
961,2024-05-19,SKU012,358,238,11,316,269
962,2024-05-19,SKU013,556,122,6,433,239
963,2024-05-19,SKU014,570,111,0,588,93
964,2024-05-19,SKU015,641,133,0,546,228
965,2024-05-19,SKU016,172,242,0,420,0
966,2024-05-19,SKU017,212,224,0,556,0
967,2024-05-19,SKU018,781,138,6,563,350
968,2024-05-19,SKU019,282,170,0,534,0
969,2024-05-19,SKU020,473,140,0,457,156
970,2024-05-19,SKU021,565,242,0,305,502
971,2024-05-19,SKU022,212,178,0,207,183
972,2024-05-19,SKU023,302,215,0,406,111
973,2024-05-19,SKU024,565,152,0,413,304
974,2024-05-19,SKU025,372,190,0,504,58
975,2024-05-19,SKU026,156,220,0,549,0
976,2024-05-19,SKU027,787,133,0,436,484
977,2024-05-19,SKU028,551,205,0,500,256
978,2024-05-19,SKU029,648,199,0,253,594
979,2024-05-19,SKU030,450,236,0,271,415
980,2024-05-19,SKU031,718,242,0,265,695
981,2024-05-19,SKU032,646,216,0,484,378
982,2024-05-19,SKU033,154,138,0,570,0
983,2024-05-19,SKU034,565,136,6,512,183
984,2024-05-19,SKU035,442,235,0,494,183
985,2024-05-19,SKU036,680,158,0,314,524
986,2024-05-19,SKU037,772,237,0,309,700
987,2024-05-19,SKU038,348,188,0,441,95
988,2024-05-19,SKU039,667,194,0,301,560
989,2024-05-19,SKU040,163,115,5,585,0
990,2024-05-19,SKU041,330,215,0,346,199
991,2024-05-19,SKU042,250,215,0,568,0
992,2024-05-19,SKU043,674,198,0,345,527
993,2024-05-19,SKU044,784,197,0,547,434
994,2024-05-19,SKU045,668,121,6,523,260
995,2024-05-19,SKU046,752,102,0,283,571
996,2024-05-19,SKU047,240,160,0,596,0
997,2024-05-19,SKU048,137,139,0,490,0
998,2024-05-19,SKU049,668,198,9,436,421
999,2024-05-19,SKU050,635,220,0,496,359
1000,2024-05-26,SKU001,563,121,0,349,335
1001,2024-05-26,SKU002,342,237,0,434,145
1002,2024-05-26,SKU003,794,180,0,376,598
1003,2024-05-26,SKU004,524,177,0,361,340
1004,2024-05-26,SKU005,362,154,0,263,253
1005,2024-05-26,SKU006,294,221,0,298,217
1006,2024-05-26,SKU007,258,199,0,204,253
1007,2024-05-26,SKU008,254,191,0,553,0
1008,2024-05-26,SKU009,337,101,0,481,0
1009,2024-05-26,SKU010,630,156,0,401,385
1010,2024-05-26,SKU011,792,155,0,348,599
1011,2024-05-26,SKU012,434,152,7,542,37
1012,2024-05-26,SKU013,690,108,0,274,524
1013,2024-05-26,SKU014,603,152,0,385,370
1014,2024-05-26,SKU015,535,143,7,381,290
1015,2024-05-26,SKU016,425,196,0,579,42
1016,2024-05-26,SKU017,631,137,0,231,537
1017,2024-05-26,SKU018,622,177,8,413,378
1018,2024-05-26,SKU019,102,228,0,578,0
1019,2024-05-26,SKU020,194,204,0,215,183
1020,2024-05-26,SKU021,454,105,0,268,291
1021,2024-05-26,SKU022,234,135,0,321,48
1022,2024-05-26,SKU023,193,183,0,532,0
1023,2024-05-26,SKU024,160,112,5,338,0
1024,2024-05-26,SKU025,152,155,0,569,0
1025,2024-05-26,SKU026,291,157,0,343,105
1026,2024-05-26,SKU027,592,192,0,539,245
1027,2024-05-26,SKU028,222,219,0,277,164
1028,2024-05-26,SKU029,354,175,0,325,204
1029,2024-05-26,SKU030,151,179,8,442,0
1030,2024-05-26,SKU031,772,173,0,224,721
1031,2024-05-26,SKU032,183,110,5,406,0
1032,2024-05-26,SKU033,629,114,0,279,464
1033,2024-05-26,SKU034,345,138,0,353,130
1034,2024-05-26,SKU035,590,135,0,409,316
1035,2024-05-26,SKU036,398,154,0,388,164
1036,2024-05-26,SKU037,756,214,10,384,576
1037,2024-05-26,SKU038,775,242,0,442,575
1038,2024-05-26,SKU039,208,120,0,434,0
1039,2024-05-26,SKU040,745,155,0,206,694
1040,2024-05-26,SKU041,753,200,10,589,354
1041,2024-05-26,SKU042,720,146,0,427,439
1042,2024-05-26,SKU043,589,148,0,262,475
1043,2024-05-26,SKU044,253,216,0,405,64
1044,2024-05-26,SKU045,365,115,0,551,0
1045,2024-05-26,SKU046,119,127,0,531,0
1046,2024-05-26,SKU047,604,146,0,484,266
1047,2024-05-26,SKU048,292,231,0,364,159
1048,2024-05-26,SKU049,530,213,0,284,459
1049,2024-05-26,SKU050,725,179,8,295,601
1050,2024-06-02,SKU001,417,182,0,514,85
1051,2024-06-02,SKU002,332,129,0,227,234
1052,2024-06-02,SKU003,139,133,0,484,0
1053,2024-06-02,SKU004,776,220,0,544,452
1054,2024-06-02,SKU005,343,113,0,267,189
1055,2024-06-02,SKU006,504,152,0,353,303
1056,2024-06-02,SKU007,458,110,0,391,177
1057,2024-06-02,SKU008,278,247,0,568,0
1058,2024-06-02,SKU009,733,116,0,550,299
1059,2024-06-02,SKU010,146,156,0,370,0
1060,2024-06-02,SKU011,777,127,0,327,577
1061,2024-06-02,SKU012,328,236,0,220,344
1062,2024-06-02,SKU013,237,239,0,486,0
1063,2024-06-02,SKU014,494,143,0,381,256
1064,2024-06-02,SKU015,519,200,0,456,263
1065,2024-06-02,SKU016,249,241,0,575,0
1066,2024-06-02,SKU017,483,111,5,290,299
1067,2024-06-02,SKU018,306,248,0,268,286
1068,2024-06-02,SKU019,788,110,0,378,520
1069,2024-06-02,SKU020,341,157,0,210,288
1070,2024-06-02,SKU021,666,244,0,304,606
1071,2024-06-02,SKU022,559,120,0,450,229
1072,2024-06-02,SKU023,176,168,0,276,68
1073,2024-06-02,SKU024,217,184,0,217,184
1074,2024-06-02,SKU025,338,244,0,530,52
1075,2024-06-02,SKU026,750,136,0,254,632
1076,2024-06-02,SKU027,108,175,0,353,0
1077,2024-06-02,SKU028,135,167,0,329,0
1078,2024-06-02,SKU029,502,161,0,200,463
1079,2024-06-02,SKU030,574,140,0,373,341
1080,2024-06-02,SKU031,394,115,0,451,58
1081,2024-06-02,SKU032,214,112,0,379,0
1082,2024-06-02,SKU033,416,120,6,237,293
1083,2024-06-02,SKU034,416,241,0,593,64
1084,2024-06-02,SKU035,400,193,9,262,322
1085,2024-06-02,SKU036,723,101,0,403,421
1086,2024-06-02,SKU037,439,179,0,338,280
1087,2024-06-02,SKU038,372,146,7,534,0
1088,2024-06-02,SKU039,421,182,0,271,332
1089,2024-06-02,SKU040,540,145,0,550,135
1090,2024-06-02,SKU041,799,192,9,545,437
1091,2024-06-02,SKU042,210,216,0,275,151
1092,2024-06-02,SKU043,289,119,0,428,0
1093,2024-06-02,SKU044,739,160,0,477,422
1094,2024-06-02,SKU045,754,197,0,389,562
1095,2024-06-02,SKU046,152,110,0,405,0
1096,2024-06-02,SKU047,614,175,0,223,566
1097,2024-06-02,SKU048,687,199,0,543,343
1098,2024-06-02,SKU049,179,110,0,218,71
1099,2024-06-02,SKU050,604,207,0,250,561
1100,2024-06-09,SKU001,784,155,0,232,707
1101,2024-06-09,SKU002,465,243,0,255,453
1102,2024-06-09,SKU003,542,119,5,551,105
1103,2024-06-09,SKU004,697,153,7,365,478
1104,2024-06-09,SKU005,777,207,0,471,513
1105,2024-06-09,SKU006,330,103,0,347,86
1106,2024-06-09,SKU007,266,212,0,511,0
1107,2024-06-09,SKU008,747,208,0,522,433
1108,2024-06-09,SKU009,220,158,0,495,0
1109,2024-06-09,SKU010,403,139,0,530,12
1110,2024-06-09,SKU011,410,198,0,286,322
1111,2024-06-09,SKU012,331,170,0,568,0
1112,2024-06-09,SKU013,289,121,6,334,70
1113,2024-06-09,SKU014,405,175,0,545,35
1114,2024-06-09,SKU015,125,128,0,573,0
1115,2024-06-09,SKU016,125,157,7,205,70
1116,2024-06-09,SKU017,755,220,0,395,580
1117,2024-06-09,SKU018,270,117,0,373,14
1118,2024-06-09,SKU019,551,215,0,493,273
1119,2024-06-09,SKU020,623,177,8,204,588
1120,2024-06-09,SKU021,558,204,0,516,246
1121,2024-06-09,SKU022,137,232,0,270,99
1122,2024-06-09,SKU023,662,121,0,305,478
1123,2024-06-09,SKU024,268,154,0,594,0
1124,2024-06-09,SKU025,622,140,7,304,451
1125,2024-06-09,SKU026,750,187,0,287,650
1126,2024-06-09,SKU027,429,227,0,497,159
1127,2024-06-09,SKU028,611,128,6,426,307
1128,2024-06-09,SKU029,788,123,6,229,676
1129,2024-06-09,SKU030,182,241,0,254,169
1130,2024-06-09,SKU031,121,154,0,400,0
1131,2024-06-09,SKU032,205,209,0,592,0
1132,2024-06-09,SKU033,637,165,0,389,413
1133,2024-06-09,SKU034,576,229,0,474,331
1134,2024-06-09,SKU035,751,234,11,429,545
1135,2024-06-09,SKU036,724,128,6,568,278
1136,2024-06-09,SKU037,540,194,0,364,370
1137,2024-06-09,SKU038,136,181,0,383,0
1138,2024-06-09,SKU039,716,173,8,478,403
1139,2024-06-09,SKU040,119,128,0,453,0
1140,2024-06-09,SKU041,167,235,0,553,0
1141,2024-06-09,SKU042,399,117,0,449,67
1142,2024-06-09,SKU043,503,107,0,330,280
1143,2024-06-09,SKU044,176,216,0,331,61
1144,2024-06-09,SKU045,293,216,0,396,113
1145,2024-06-09,SKU046,575,230,0,466,339
1146,2024-06-09,SKU047,608,223,11,393,427
1147,2024-06-09,SKU048,652,186,9,488,341
1148,2024-06-09,SKU049,398,224,0,210,412
1149,2024-06-09,SKU050,377,118,0,252,243
1150,2024-06-16,SKU001,761,233,0,366,628
1151,2024-06-16,SKU002,733,118,0,322,529
1152,2024-06-16,SKU003,234,210,0,337,107
1153,2024-06-16,SKU004,693,146,0,581,258
1154,2024-06-16,SKU005,555,141,0,560,136
